cpu_key,cpu_label,passmark_multi,passmark_single,cores,release_year,source
amd ryzen threadripper pro 9995wx,AMD Ryzen Threadripper PRO 9995WX,170935,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9755,AMD EPYC 9755,166328,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc embedded 9755,AMD EPYC Embedded 9755,164010,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9965,AMD EPYC 9965,160542,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9655p,AMD EPYC 9655P,160490,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9b45,AMD EPYC 9B45,158790,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9655,AMD EPYC 9655,156110,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9845,AMD EPYC 9845,152985,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 9985wx,AMD Ryzen Threadripper PRO 9985WX,151373,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9575f,AMD EPYC 9575F,147998,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 9980x,AMD Ryzen Threadripper 9980X,142812,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7995wx,AMD Ryzen Threadripper PRO 7995WX,141050,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 7980x,AMD Ryzen Threadripper 7980X,135650,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9565,AMD EPYC 9565,135221,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9555p,AMD EPYC 9555P,135217,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9555 emb,AMD EPYC 9555 Emb,133832,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7985wx,AMD Ryzen Threadripper PRO 7985WX,131837,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9745,AMD EPYC 9745,130698,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6960p,Intel Xeon 6960P,130659,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9j14,AMD EPYC 9J14,124637,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9475f,AMD EPYC 9475F,122476,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9684x,AMD EPYC 9684X,122017,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9b14,AMD EPYC 9B14,119505,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9654,AMD EPYC 9654,119259,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6781p,Intel Xeon 6781P,117946,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9654p,AMD EPYC 9654P,117647,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9v74,AMD EPYC 9V74,117606,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9455p,AMD EPYC 9455P,116927,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc embedded 9654p,AMD EPYC Embedded 9654P,116927,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9r14,AMD EPYC 9R14,116475,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9754 emb,AMD EPYC 9754 Emb,115016,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9535,AMD EPYC 9535,114528,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9d25,AMD EPYC 9D25,114275,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9455 emb,AMD EPYC 9455 Emb,110697,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9634,AMD EPYC 9634,107944,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 9970x,AMD Ryzen Threadripper 9970X,107379,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 696x,Intel Xeon 696X,104974,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9554p,AMD EPYC 9554P,104920,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 9975wx,AMD Ryzen Threadripper PRO 9975WX,104799,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9554,AMD EPYC 9554,102607,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9734,AMD EPYC 9734,102286,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9474f,AMD EPYC 9474F,102255,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6747p,Intel Xeon 6747P,101685,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6741p,Intel Xeon 6741P,100660,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 7970x,AMD Ryzen Threadripper 7970X,99260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w9 3595x,Intel Xeon w9-3595X,98535,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9754,AMD EPYC 9754,98450,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 678x,Intel Xeon 678X,97699,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9355p,AMD EPYC 9355P,96603,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9375f,AMD EPYC 9375F,95768,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7975wx,AMD Ryzen Threadripper PRO 7975WX,95496,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 5995wx,AMD Ryzen Threadripper PRO 5995WX,94747,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9454p,AMD EPYC 9454P,94689,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8570,Intel Xeon Platinum 8570,93722,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 9965wx,AMD Ryzen Threadripper PRO 9965WX,92678,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 9960x s,AMD Ryzen Threadripper 9960X 24-Cores,92562,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8558p,Intel Xeon Platinum 8558P,91879,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w9 3495x,Intel Xeon w9-3495X,90480,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 676x,Intel Xeon 676X,90312,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7773x,AMD EPYC 7773X,90279,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8470,Intel Xeon Platinum 8470 @2.00GHz,89850,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9534,AMD EPYC 9534,89492,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8488c,Intel Xeon Platinum 8488C,88667,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6740p,Intel Xeon 6740P,88061,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9454,AMD EPYC 9454,87961,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6780e,Intel Xeon 6780E,86734,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w9 3575x,Intel Xeon w9-3575X,84959,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7j13,AMD EPYC 7J13,84786,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9275f,AMD EPYC 9275F,84620,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 674x,Intel Xeon 674X,84536,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7763,AMD EPYC 7763,84492,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6745p,Intel Xeon 6745P,84210,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8592,Intel Xeon Platinum 8592+,84013,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7r43,AMD EPYC 7R43,83535,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 7960x,AMD Ryzen Threadripper 7960X,83414,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7713,AMD EPYC 7713,83018,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon max 9480,Intel Xeon Max 9480,82913,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 3995wx,AMD Ryzen Threadripper PRO 3995WX,82463,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7965wx,AMD Ryzen Threadripper PRO 7965WX,82190,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9374f,AMD EPYC 9374F,82009,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7v13,AMD EPYC 7V13,81764,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7t83,AMD EPYC 7T83,81757,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7663p,AMD EPYC 7663P,81725,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7713p,AMD EPYC 7713P,81542,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7a23,AMD EPYC 7A23,81296,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7663,AMD EPYC 7663,81283,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7k23,AMD EPYC 7K23,81183,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7b13,AMD EPYC 7B13,80293,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7v73x,AMD EPYC 7V73X,79738,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 3990x,AMD Ryzen Threadripper 3990X,79684,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8568y,Intel Xeon Platinum 8568Y+,79683,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6737p,Intel Xeon 6737P,79634,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7r13,AMD EPYC 7R13,79420,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8534p emb,AMD EPYC 8534P 64-Core Emb,78091,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7643p,AMD EPYC 7643P,77307,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9255,AMD EPYC 9255,76580,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7c13,AMD EPYC 7C13,76392,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7643,AMD EPYC 7643,76259,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6740e,Intel Xeon 6740E,76167,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8461v,Intel Xeon Platinum 8461V,74982,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6732p,Intel Xeon 6732P,74849,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9354p,AMD EPYC 9354P,74813,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 5975wx,AMD Ryzen Threadripper PRO 5975WX,74797,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6527p,Intel Xeon 6527P,74445,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6980p,Intel Xeon 6980P,74324,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6730p,Intel Xeon 6730P,74113,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9274f,AMD EPYC 9274F,73982,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6548y,Intel Xeon Gold 6548Y+,73387,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8480c,Intel Xeon Platinum 8480C,73247,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9354,AMD EPYC 9354,73240,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 658x,Intel Xeon 658X,72479,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9950x3d2,AMD Ryzen 9 9950X3D2,72381,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7662,AMD EPYC 7662,72298,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9384x,AMD EPYC 9384X,72121,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8534p,AMD EPYC 8534P,71900,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3565x,Intel Xeon w7-3565X,71140,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7v12,AMD EPYC 7V12,70622,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6448h,Intel Xeon Gold 6448H,70280,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9950x3d,AMD Ryzen 9 9950X3D,70134,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7h12,AMD EPYC 7H12,69633,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7742,AMD EPYC 7742,69502,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7573x,AMD EPYC 7573X,69432,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4585px,AMD EPYC 4585PX,68955,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7702,AMD EPYC 7702,68811,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 270k plus,Intel Core Ultra 7 270K Plus,68789,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8571n,Intel Xeon Platinum 8571N,68385,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3555,Intel Xeon w7-3555,67754,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9175f,AMD EPYC 9175F,67634,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 285k,Intel Core Ultra 9 285K,67260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 9955wx,AMD Ryzen Threadripper PRO 9955WX,67129,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6521p,Intel Xeon 6521P,66657,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7543p,AMD EPYC 7543P,66590,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8434p,AMD EPYC 8434P,66490,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7b12,AMD EPYC 7B12,66044,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 5965wx,AMD Ryzen Threadripper PRO 5965WX,65886,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9335,AMD EPYC 9335,65811,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9950x,AMD Ryzen 9 9950X,65756,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9334,AMD EPYC 9334,65568,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6548n,Intel Xeon Gold 6548N,64783,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 2595x,Intel Xeon w7-2595X,64628,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8469c,Intel Xeon Platinum 8469C,64513,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 75f3,AMD EPYC 75F3,64505,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w9 3475x,Intel Xeon w9-3475X,64502,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4564p,AMD EPYC 4564P,64443,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 pro 9965x3d,AMD Ryzen 9 PRO 9965X3D,64196,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4565p,AMD EPYC 4565P,64067,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9254,AMD EPYC 9254,64001,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7r32,AMD EPYC 7R32,63969,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6520p,Intel Xeon 6520P,62936,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 3970x,AMD Ryzen Threadripper 3970X,62887,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9955hx3d,AMD Ryzen 9 9955HX3D,62768,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6438y,Intel Xeon Gold 6438Y+,62660,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8454h,Intel Xeon Platinum 8454H,62347,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7950x3d,AMD Ryzen 9 7950X3D,62326,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8380,Intel Xeon Platinum 8380 @ 2.30GHz,62318,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 3975wx,AMD Ryzen Threadripper PRO 3975WX,62256,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7950x,AMD Ryzen 9 7950X,62177,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6710e,Intel Xeon 6710E,61775,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7702p,AMD EPYC 7702P,61760,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 654,Intel Xeon 654,61714,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3465x,Intel Xeon w7-3465X,61626,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7543,AMD EPYC 7543,61463,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6554s,Intel Xeon Gold 6554S,61242,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5520,Intel Xeon Gold 5520+,61227,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 290k plus,Intel Core Ultra 9 290K Plus,60860,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 74f3,AMD EPYC 74F3,60666,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900ks,Intel Core i9-13900KS,60487,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6448y,Intel Xeon Gold 6448Y,60449,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5512u,Intel Xeon Gold 5512U,60183,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6542y,Intel Xeon Gold 6542Y,60144,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 7955wx,AMD Ryzen Threadripper PRO 7955WX,60031,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900ks,Intel Core i9-14900KS,60028,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 290hx plus,Intel Core Ultra 9 290HX Plus,59692,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7k62,AMD EPYC 7K62,59533,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3545,Intel Xeon w7-3545,59344,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7473x,AMD EPYC 7473X,59280,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4584px,AMD EPYC 4584PX,59128,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7513,AMD EPYC 7513,58869,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6421n,Intel Xeon Gold 6421N,58797,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7642,AMD EPYC 7642,58698,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3375,Intel Xeon W-3375 @ 2.50GHz,58686,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265k,Intel Core Ultra 7 265K,58634,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265kf,Intel Core Ultra 7 265KF,58555,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6442y,Intel Xeon Gold 6442Y,58534,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900k,Intel Core i9-14900K,58307,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 14900kf,Intel Core i9-14900KF,58166,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900k,Intel Core i9-13900K,58152,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5420,Intel Xeon Gold 5420+,57753,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7945hx3d,AMD Ryzen 9 7945HX3D,57732,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 13900kf,Intel Core i9-13900KF,57508,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 285,Intel Core Ultra 9 285,57506,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 2495x,Intel Xeon w7-2495X,57470,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6423n,Intel Xeon Gold 6423N,57434,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7552,AMD EPYC 7552,57414,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3365,Intel Xeon W-3365 @ 2.70GHz,57312,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 285hx,Intel Core Ultra 9 285HX,57238,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6414u,Intel Xeon Gold 6414U,57200,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 8324p,AMD EPYC 8324P,57127,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7443p,AMD EPYC 7443P,56984,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9135,AMD EPYC 9135,56948,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8362,Intel Xeon Platinum 8362 @ 2.80GHz,56787,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7443,AMD EPYC 7443,56743,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8375c,Intel Xeon Platinum 8375C @ 2.90GHz,56202,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9900x3d,AMD Ryzen 9 9900X3D,56157,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9955hx,AMD Ryzen 9 9955HX,56089,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 270hx plus,Intel Core Ultra 7 270HX Plus,56088,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper pro 9945wx,AMD Ryzen Threadripper PRO 9945WX,55939,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 9 275hx,Intel Core Ultra 9 275HX,55856,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 638,Intel Xeon 638,55651,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max 395,AMD Ryzen AI Max+ 395,55012,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 3960x,AMD Ryzen Threadripper 3960X,54774,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 3455,Intel Xeon w7-3455,54622,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8358,Intel Xeon Platinum 8358 @ 2.60GHz,54416,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9900x,AMD Ryzen 9 9900X,54388,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4545p,AMD EPYC 4545P,54296,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 9174f,AMD EPYC 9174F,54206,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 3535x,Intel Xeon w5-3535X,54088,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8360y,Intel Xeon Platinum 8360Y @ 2.40GHz,54078,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7945hx,AMD Ryzen 9 7945HX,54064,,16,2023,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6430,Intel Xeon Gold 6430,53444,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7940hx,AMD Ryzen 9 7940HX,53293,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 2475x,Intel Xeon w7-2475X,52816,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6731p,Intel Xeon 6731P,52790,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6438n,Intel Xeon Gold 6438N,52789,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 250k plus,Intel Core Ultra 5 250K Plus,52381,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7f72,AMD EPYC 7F72,52143,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w5 2565x,Intel Xeon w5-2565X,52114,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w7 2575x,Intel Xeon w7-2575X,52091,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14700kf,Intel Core i7-14700KF,52078,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14700k,Intel Core i7-14700K,51972,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7502,AMD EPYC 7502,51871,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6348,Intel Xeon Gold 6348 @ 2.60GHz,51843,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 9850hx,AMD Ryzen 9 9850HX,51722,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6418h,Intel Xeon Gold 6418H,51711,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 8945hx,AMD Ryzen 9 8945HX,51525,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai max pro 395,AMD Ryzen AI Max+ Pro 395,51466,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6724p,Intel Xeon 6724P,51345,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7900x,AMD Ryzen 9 7900X,51259,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7502p,AMD EPYC 7502P,51246,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7532,AMD EPYC 7532,50765,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7413,AMD EPYC 7413,50641,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4484px,AMD EPYC 4484PX,50547,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5412u,Intel Xeon Gold 5412U,50314,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 7900x3d,AMD Ryzen 9 7900X3D,50210,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8562y,Intel Xeon Platinum 8562Y+,50189,,,,PassMark (passmark_single_cpu_intel_amd.csv)
