cpu_key,cpu_label,passmark_multi,passmark_single,cores,release_year,source
intel core i3 530,Intel Core i3-530 @ 2.93GHz,1522,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2100t,Intel Core i3-2100T @ 2.50GHz,1521,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 9750b quad core,AMD Phenom 9750B Quad-Core,1520,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x3 705e,AMD Phenom II X3 705e,1519,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron x3216 apu,AMD Opteron X3216 APU,1517,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x3 425,AMD Athlon X3 425,1516,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 pro 7350b,AMD A4 PRO-7350B,1512,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2354,AMD Opteron 2354,1509,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 6400k apu,AMD A6-6400K APU,1504,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 4120u,Intel Core i3-4120U @ 2.00GHz,1504,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 2970m,Intel Celeron 2970M @ 2.20GHz,1501,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g860,Intel Pentium G860 @ 3.00GHz,1500,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 6210 apu,AMD A4-6210 APU,1497,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g850,Intel Pentium G850 @ 2.90GHz,1497,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd e2 7110 apu,AMD E2-7110 APU,1494,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x3 425e,AMD Athlon II X3 425e,1493,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x3 415e,AMD Athlon II X3 415e,1481,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m5 7y54,Intel Core m5-7Y54 @ 1.20GHz,1475,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5320,Intel Xeon E5320 @ 1.86GHz,1469,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e7320,Intel Xeon E7320 @ 2.13GHz,1469,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 5400b apu,AMD A6-5400B APU,1465,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g645,Intel Pentium G645 @ 2.90GHz,1459,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 4020y,Intel Core i3-4020Y @ 1.50GHz,1458,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 pro 7300b apu,AMD A4 PRO-7300B APU,1457,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 620lm,Intel Core i7-620LM @ 2.00GHz,1457,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3955u,Intel Celeron 3955U @ 2.00GHz,1456,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n4000c,Intel Celeron N4000C @ 1.10GHz,1456,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8600b triple core,AMD Phenom 8600B Triple-Core,1455,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 9450e quad core,AMD Phenom 9450e Quad-Core,1455,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 565,AMD Phenom II X2 565,1453,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4300y,Intel Core i5-4300Y @ 1.60GHz,1453,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x3 700e,AMD Phenom II X3 700e,1451,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5272,Intel Xeon X5272 @ 3.40GHz,1451,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron j4025,Intel Celeron J4025 @ 2.00GHz,1450,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5240,Intel Xeon E5240 @ 3.00GHz,1448,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 8500p,AMD A6-8500P,1445,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8750 triple core,AMD Phenom 8750 Triple-Core,1445,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 6300 apu,AMD A4-6300 APU,1442,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 4410y,Intel Pentium 4410Y @ 1.50GHz,1441,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3500 apu,AMD A6-3500 APU,1439,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x2 370k dual core,AMD Athlon X2 370K Dual Core,1439,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x3 440,AMD Athlon X3 440,1438,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g2020t,Intel Pentium G2020T @ 2.50GHz,1438,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 570,AMD Phenom II X2 570,1437,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 2030m,Intel Pentium 2030M @ 2.50GHz,1436,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 3560m,Intel Pentium 3560M @ 2.40GHz,1436,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g6960,Intel Pentium G6960 @ 2.93GHz,1433,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n4000,Intel Celeron N4000 @ 1.10GHz,1432,,2,2017,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e3113,Intel Xeon E3113 @ 3.00GHz,1429,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 9150e quad core,AMD Phenom 9150e Quad-Core,1427,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 5205u,Intel Celeron 5205U @ 1.90GHz,1427,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g555,Intel Celeron G555 @ 2.70GHz,1427,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 4405y,Intel Pentium 4405Y @ 1.50GHz,1427,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 micro 6700t apu,AMD A10 Micro-6700T APU,1426,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3520m apu,AMD A8-3520M APU,1426,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x3 740,AMD Phenom II X3 740,1424,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom c2558,Intel Atom C2558 @ 2.40GHz,1424,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom c2550,Intel Atom C2550 @ 2.40GHz,1422,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon 5150 apu,AMD Athlon 5150 APU,1418,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii p960 quad core,AMD Phenom II P960 Quad-Core,1412,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 b59,AMD Phenom II X2 B59,1411,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium j3710,Intel Pentium J3710 @ 1.60GHz,1411,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 2020m,Intel Pentium 2020M @ 2.40GHz,1409,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e8290,Intel Core2 Duo E8290 @ 2.83GHz,1408,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e3120,Intel Xeon E3120 @ 3.16GHz,1408,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e3 1220l v3,Intel Xeon E3-1220L v3 @ 1.10GHz,1407,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 1020e,Intel Celeron 1020E @ 2.20GHz,1406,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd gx 415ga soc,AMD GX-415GA SOC,1405,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 3825u,Intel Pentium 3825U @ 1.90GHz,1403,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2467m,Intel Core i5-2467M @ 1.60GHz,1395,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 8700e,AMD Phenom II X4 8700e,1394,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3867u,Intel Celeron 3867U @ 1.80GHz,1392,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3430mx apu,AMD A6-3430MX APU,1389,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd e1 6050j apu,AMD E1-6050J APU,1385,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5310,Intel Xeon L5310 @ 1.60GHz,1385,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 280,AMD Athlon II X2 280,1384,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium n3710,Intel Pentium N3710 @ 1.60GHz,1382,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 560,AMD Phenom II X2 560,1381,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium silver a1030,Intel Pentium Silver A1030 @ 2.00GHz,1380,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e8600,Intel Core2 Duo E8600 @ 3.33GHz,1378,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2370m,Intel Core i3-2370M @ 2.40GHz,1377,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3500m apu,AMD A8-3500M APU,1374,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 610,Intel Core i7-610 @ 2.53GHz,1365,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 5300 apu,AMD A4-5300 APU,1363,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a6 9500b,AMD PRO A6-9500B,1363,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3217ue,Intel Core i3-3217UE @ 1.60GHz,1362,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g640,Intel Pentium G640 @ 2.80GHz,1359,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 4010y,Intel Core i3-4010Y @ 1.30GHz,1358,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3865u,Intel Celeron 3865U @ 1.80GHz,1355,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 9100e quad core,AMD Phenom 9100e Quad-Core,1353,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2332m,Intel Core i3-2332M @ 2.20GHz,1353,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 270,AMD Athlon II X2 270,1350,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 521,AMD Phenom II X2 521,1349,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 4555m apu,AMD A8-4555M APU,1344,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 4205u,Intel Celeron 4205U @ 1.80GHz,1342,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 3550m,Intel Pentium 3550M @ 2.30GHz,1339,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2376,AMD Opteron 2376,1338,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l3110,Intel Xeon L3110 @ 3.00GHz,1338,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 265,AMD Athlon II X2 265,1337,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5240,Intel Xeon L5240 @ 3.00GHz,1337,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x2 340 dual core,AMD Athlon X2 340 Dual Core,1334,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 480m,Intel Core i5-480M @ 2.67GHz,1334,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x3 405e,AMD Athlon II X3 405e,1331,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g630,Intel Pentium G630 @ 2.70GHz,1330,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g870,Intel Pentium G870 @ 3.10GHz,1329,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 5050 apu,AMD A4-5050 APU,1328,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 6300b apu,AMD A4-6300B APU,1328,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 9225,AMD A6-9225,1327,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x2 280,AMD Athlon X2 280,1327,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 750s,Intel Core i5 750S @ 2.40GHz,1326,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 9220,AMD A6-9220,1324,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii n870 triple core,AMD Phenom II N870 Triple-Core,1324,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 460m,Intel Core i5-460M @ 2.53GHz,1324,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g1610t,Intel Celeron G1610T @ 2.30GHz,1323,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g840,Intel Pentium G840 @ 2.80GHz,1322,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x3 400e,AMD Athlon II X3 400e,1320,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii p940 quad core,AMD Phenom II P940 Quad-Core,1319,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii n850 triple core,AMD Phenom II N850 Triple-Core,1318,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3420m apu,AMD A6-3420M APU,1317,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2393 se,AMD Opteron 2393 SE,1317,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x7 z8700,Intel Atom x7-Z8700 @ 1.60GHz,1314,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a9 9400,AMD A9-9400,1313,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 5305u,Intel Celeron 5305U @ 2.30GHz,1307,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 555,AMD Phenom II X2 555,1306,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5310,Intel Xeon E5310 @ 1.60GHz,1306,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 9230,AMD A6-9230,1303,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3227u,Intel Core i3-3227U @ 1.90GHz,1302,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e8700,Intel Core2 Duo E8700 @ 3.50GHz,1302,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 5100 apu,AMD A4-5100 APU,1301,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e8500,Intel Core2 Duo E8500 @ 3.16GHz,1301,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a6 7350b,AMD PRO A6-7350B,1299,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom x4 quad core gp 9500,AMD Phenom X4 Quad-Core GP-9500,1297,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x2 450,AMD Athlon X2 450,1295,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e3110,Intel Xeon E3110 @ 3.00GHz,1295,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x7 z8750,Intel Atom x7-Z8750 @ 1.60GHz,1294,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3210,Intel Xeon X3210 @ 2.13GHz,1293,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2348m,Intel Core i3-2348M @ 2.30GHz,1290,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 390m,Intel Core i3-390M @ 2.67GHz,1289,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 5400k apu,AMD A6-5400K APU,1287,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8850b triple core,AMD Phenom 8850B Triple-Core,1281,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 680um,Intel Core i7-680UM @ 1.47GHz,1281,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 660um,Intel Core i7-660UM @ 1.33GHz,1279,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd sempron 240,AMD Sempron 240,1278,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5260,Intel Xeon X5260 @ 3.33GHz,1278,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 5000 apu,AMD A4-5000 APU,1277,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 4012y,Intel Core i3-4012Y @ 1.50GHz,1276,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 1020m,Intel Celeron 1020M @ 2.10GHz,1275,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g550,Intel Celeron G550 @ 2.60GHz,1275,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3410mx apu,AMD A6-3410MX APU,1274,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2350m,Intel Core i3-2350M @ 2.30GHz,1273,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd embedded g series gx 224ij radeon r4e,AMD Embedded G-Series GX-224IJ Radeon R4E,1271,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom x2 dual core ge 5560,AMD Phenom X2 Dual-Core GE-5560,1271,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 4020 apu,AMD A4-4020 APU,1269,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 450m,Intel Core i5-450M @ 2.40GHz,1269,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8600 triple core,AMD Phenom 8600 Triple-Core,1267,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 b28,AMD Athlon II X2 B28,1265,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 511,AMD Phenom II X2 511,1265,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g6951,Intel Pentium G6951 @ 2.80GHz,1264,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x620 dual core,AMD Phenom II X620 Dual-Core,1262,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 b26,AMD Athlon II X2 B26,1260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 b57,AMD Phenom II X2 B57,1260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 330e,Intel Core i3-330E @ 2.13GHz,1260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron j3160,Intel Celeron J3160 @ 1.60GHz,1256,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium j2900,Intel Pentium J2900 @ 2.41GHz,1256,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 5300b apu,AMD A4-5300B APU,1255,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 260,AMD Athlon II X2 260,1255,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3765u,Intel Celeron 3765U @ 1.90GHz,1255,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2537m,Intel Core i5-2537M @ 1.40GHz,1254,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium n3700,Intel Pentium N3700 @ 1.60GHz,1253,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2330m,Intel Core i3-2330M @ 2.20GHz,1252,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g6950,Intel Pentium G6950 @ 2.80GHz,1252,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii p860 triple core,AMD Phenom II P860 Triple-Core,1250,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2224 se,AMD Opteron 2224 SE,1248,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii n830 triple core,AMD Phenom II N830 Triple-Core,1248,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 2950m,Intel Celeron 2950M @ 2.00GHz,1248,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a6 8530b,AMD PRO A6-8530B,1246,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g645t,Intel Pentium G645T @ 2.50GHz,1245,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd e2 6110 apu,AMD E2-6110 APU,1244,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g620,Intel Pentium G620 @ 2.60GHz,1244,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 b55,AMD Phenom II X2 B55,1243,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3400m apu,AMD A6-3400M APU,1237,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom x4 quad core gp 9530,AMD Phenom X4 Quad-Core GP-9530,1228,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3217u,Intel Core i3-3217U @ 1.80GHz,1225,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 545,AMD Phenom II X2 545,1224,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 4305ut,Intel Celeron 4305UT @ 2.00GHz,1222,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e8400,Intel Core2 Duo E8400 @ 3.00GHz,1222,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 5357m apu,AMD A6-5357M APU,1219,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8650 triple core,AMD Phenom 8650 Triple-Core,1218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3855u,Intel Celeron 3855U @ 1.60GHz,1218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2310m,Intel Core i3-2310M @ 2.10GHz,1218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo t9900,Intel Core2 Duo T9900 @ 3.06GHz,1217,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 9120,AMD A4-9120,1215,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd r 272f apu,AMD R-272F APU,1215,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 430m,Intel Core i5-430M @ 2.27GHz,1214,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 3805u,Intel Pentium 3805U @ 1.90GHz,1211,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 255,AMD Athlon II X2 255,1210,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2328m,Intel Core i3-2328M @ 2.20GHz,1210,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 5350m apu,AMD A6-5350M APU,1207,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 380m,Intel Core i3-380M @ 2.53GHz,1207,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8450e triple core,AMD Phenom 8450e Triple-Core,1206,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron j3355,Intel Celeron J3355 @ 2.00GHz,1205,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium e5800,Intel Pentium E5800 @ 3.20GHz,1205,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium n3540,Intel Pentium N3540 @ 2.16GHz,1204,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x5 z8500,Intel Atom x5-Z8500 @ 1.44GHz,1203,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 extreme x9100,Intel Core2 Extreme X9100 @ 3.06GHz,1203,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 250e,AMD Athlon II X2 250e,1202,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 550,AMD Phenom II X2 550,1201,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8450 triple core,AMD Phenom 8450 Triple-Core,1200,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium e6700,Intel Pentium E6700 @ 3.20GHz,1200,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2222,AMD Opteron 2222,1198,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom z3795,Intel Atom Z3795 @ 1.60GHz,1196,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 9125,AMD A4-9125,1194,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n3160,Intel Celeron N3160 @ 1.60GHz,1193,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x2 b53,AMD Phenom II X2 B53,1190,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd sempron 3850 apu,AMD Sempron 3850 APU,1189,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2312m,Intel Core i3-2312M @ 2.10GHz,1189,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo t9800,Intel Core2 Duo T9800 @ 2.93GHz,1189,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 9210,AMD A6-9210,1188,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8750b triple core,AMD Phenom 8750B Triple-Core,1188,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x2 250,AMD Athlon II X2 250,1187,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g540,Intel Celeron G540 @ 2.50GHz,1186,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 3755u,Intel Celeron 3755U @ 1.70GHz,1182,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii n640 dual core,AMD Phenom II N640 Dual-Core,1181,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n3150,Intel Celeron N3150 @ 1.60GHz,1175,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium a1018,Intel Pentium A1018 @ 2.10GHz,1171,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 370m,Intel Core i3-370M @ 2.40GHz,1170,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon 64 fx 72,AMD Athlon 64 FX-72,1167,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium a1020,Intel Pentium A1020 @ 2.41GHz,1167,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x640 dual core,AMD Phenom II X640 Dual-Core,1165,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo p9700,Intel Core2 Duo P9700 @ 2.80GHz,1165,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 8400 triple core,AMD Phenom 8400 Triple-Core,1164,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a4 4000 apu,AMD A4-4000 APU,1163,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 duo e7500,Intel Core2 Duo E7500 @ 2.93GHz,1163,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w3505,Intel Xeon W3505 @ 2.53GHz,1163,,,,PassMark (passmark_single_cpu_intel_amd.csv)
